year,team_abbreviation,first_name,last_name,role,is_active,start_date,end_date,source
2023,DEN,Joe,Lombardi,Offensive Coordinator,true,,,https://tags-sport-world.fandom.com/wiki/2023_NFL_Coaching_Staffs
2023,DEN,Vance,Joseph,Defensive Coordinator,true,,,https://tags-sport-world.fandom.com/wiki/2023_NFL_Coaching_Staffs
2023,DEN,Ben,Kotwica,Special Teams Coordinator,true,,,https://tags-sport-world.fandom.com/wiki/2023_NFL_Coaching_Staffs
2023,DET,Dan,Campbell,Head Coach,true,,,https://tags-sport-world.fandom.com/wiki/2023_NFL_Coaching_Staffs
2023,DET,Ben,Johnson,Offensive Coordinator,true,,,https://tags-sport-world.fandom.com/wiki/2023_NFL_Coaching_Staffs
2023,DET,Aaron,Glenn,Defensive Coordinator,true,,,https://tags-sport-world.fandom.com/wiki/2023_NFL_Coaching_Staffs
2023,DET,Dave,Fipp,Special Teams Coordinator,true,,,https://tags-sport-world.fandom.com/wiki/2023_NFL_Coaching_Staffs
2023,GB,Matt,LaFleur,Head Coach,true,,,https://tags-sport-world.fandom.com/wiki/2023_NFL_Coaching_Staffs
2023,GB,Adam,Stenavich,Offensive Coordinator,true,,,https://tags-sport-world.fandom.com/wiki/2023_NFL_Coaching_Staffs
2023,GB,Joe,Barry,Defensive Coordinator,true,,,https://tags-sport-world.fandom.com/wiki/2023_NFL_Coaching_Staffs
2023,GB,Rich,Bisaccia,Special Teams Coordinator,true,,,https://tags-sport-world.fandom.com/wiki/2023_NFL_Coaching_Staffs
2023,HOU,DeMeco,Ryans,Head Coach,true,,,https://tags-sport-world.fandom.com/wiki/2023_NFL_Coaching_Staffs
2023,HOU,Bobby,Slowik,Offensive Coordinator,true,,,https://tags-sport-world.fandom.com/wiki/2023_NFL_Coaching_Staffs
2023,HOU,Matt,Burke,Defensive Coordinator,true,,,https://tags-sport-world.fandom.com/wiki/2023_NFL_Coaching_Staffs
2023,HOU,Frank,Ross,Special Teams Coordinator,true,,,https://tags-sport-world.fandom.com/wiki/2023_NFL_Coaching_Staffs
2023,IND,Shane,Steichen,Head Coach,true,,,https://tags-sport-world.fandom.com/wiki/2023_NFL_Coaching_Staffs
2023,IND,Jim Bob,Cooter,Offensive Coordinator,true,,,https://tags-sport-world.fandom.com/wiki/2023_NFL_Coaching_Staffs
2023,IND,Gus,Bradley,Defensive Coordinator,true,,,https://tags-sport-world.fandom.com/wiki/2023_NFL_Coaching_Staffs
2023,IND,Brian,Mason,Special Teams Coordinator,true,,,https://tags-sport-world.fandom.com/wiki/2023_NFL_Coaching_Staffs
2023,JAX,Doug,Pederson,Head Coach,true,,,https://tags-sport-world.fandom.com/wiki/2023_NFL_Coaching_Staffs
2023,JAX,Press,Taylor,Offensive Coordinator,true,,,https://tags-sport-world.fandom.com/wiki/2023_NFL_Coaching_Staffs
2023,JAX,Mike,Caldwell,Defensive Coordinator,true,,,https://tags-sport-world.fandom.com/wiki/2023_NFL_Coaching_Staffs
2023,JAX,Heath,Farwell,Special Teams Coordinator,true,,,https://tags-sport-world.fandom.com/wiki/2023_NFL_Coaching_Staffs
2023,KC,Andy,Reid,Head Coach,true,,,https://tags-sport-world.fandom.com/wiki/2023_NFL_Coaching_Staffs
2023,KC,Matt,Nagy,Offensive Coordinator,true,,,https://tags-sport-world.fandom.com/wiki/2023_NFL_Coaching_Staffs
2023,KC,Steve,Spagnuolo,Defensive Coordinator,true,,,https://tags-sport-world.fandom.com/wiki/2023_NFL_Coaching_Staffs
2023,KC,Dave,Toub,Special Teams Coordinator,true,,,https://tags-sport-world.fandom.com/wiki/2023_NFL_Coaching_Staffs
2023,LAC,Brandon,Staley,Head Coach,true,,,https://tags-sport-world.fandom.com/wiki/2023_NFL_Coaching_Staffs
2023,LAC,Kellen,Moore,Offensive Coordinator,true,,,https://tags-sport-world.fandom.com/wiki/2023_NFL_Coaching_Staffs
2023,LAC,Derrick,Ansley,Defensive Coordinator,true,,,https://tags-sport-world.fandom.com/wiki/2023_NFL_Coaching_Staffs
2023,LAC,Ryan,Ficken,Special Teams Coordinator,true,,,https://tags-sport-world.fandom.com/wiki/2023_NFL_Coaching_Staffs
2023,LAR,Sean,McVay,Head Coach,true,,,https://tags-sport-world.fandom.com/wiki/2023_NFL_Coaching_Staffs
2023,LAR,Mike,LaFleur,Offensive Coordinator,true,,,https://tags-sport-world.fandom.com/wiki/2023_NFL_Coaching_Staffs
2023,LAR,Raheem,Morris,Defensive Coordinator,true,,,https://tags-sport-world.fandom.com/wiki/2023_NFL_Coaching_Staffs
2023,LAR,Chase,Blackburn,Special Teams Coordinator,true,,,https://tags-sport-world.fandom.com/wiki/2023_NFL_Coaching_Staffs
2023,LV,Josh,McDaniels,Head Coach,true,,,https://tags-sport-world.fandom.com/wiki/2023_NFL_Coaching_Staffs
2023,LV,Mick,Lombardi,Offensive Coordinator,true,,,https://tags-sport-world.fandom.com/wiki/2023_NFL_Coaching_Staffs
2023,LV,Patrick,Graham,Defensive Coordinator,true,,,https://tags-sport-world.fandom.com/wiki/2023_NFL_Coaching_Staffs
2023,LV,Tom,McMahon,Special Teams Coordinator,true,,,https://tags-sport-world.fandom.com/wiki/2023_NFL_Coaching_Staffs
2023,MIA,Mike,McDaniel,Head Coach,true,,,https://tags-sport-world.fandom.com/wiki/2023_NFL_Coaching_Staffs
2023,MIA,Frank,Smith,Offensive Coordinator,true,,,https://tags-sport-world.fandom.com/wiki/2023_NFL_Coaching_Staffs
2023,MIA,Vic,Fangio,Defensive Coordinator,true,,,https://tags-sport-world.fandom.com/wiki/2023_NFL_Coaching_Staffs
2023,MIA,Danny,Crossman,Special Teams Coordinator,true,,,https://tags-sport-world.fandom.com/wiki/2023_NFL_Coaching_Staffs
2023,MIN,Kevin,O'Connell,Head Coach,true,,,https://tags-sport-world.fandom.com/wiki/2023_NFL_Coaching_Staffs
